"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleantext","date","popular"
"64","RT @AudieKlotz: #ISA2015 Join us for roundtable on Migration and National Identity @CUP_PoliSci Saturday, 4pm Loews Feliciana East w/ @Fion…",FALSE,0,NA,2015-02-16 18:48:46,FALSE,NA,"567395175677575168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jphdedieu",4,TRUE,FALSE,NA,NA,"    ISA Join us for roundtable on Migration and National Identity  Saturday  pm Loews Feliciana East w  ",2015-02-16 12:48:46,4
"65","The Westfailure System, With LOLS. http://t.co/UYAXaxQf9c #ISA2015",FALSE,1,NA,2015-02-16 18:38:30,FALSE,NA,"567392592548347904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PabloK",3,FALSE,FALSE,NA,NA,"The Westfailure System  With LOLS  ",2015-02-16 12:38:30,4
"66","If you attend @isanet do visit the @BloomsburyAcad stand &amp; find out more about #CintonsGrandStrategy #ISA2015 http://t.co/6tnVzntir0",FALSE,0,NA,2015-02-16 18:32:25,FALSE,NA,"567391061627396097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamesdboys",0,FALSE,FALSE,NA,NA,"If you attend  do visit the  stand  find out more about  CintonsGrandStrategy  ISA ",2015-02-16 12:32:25,0
"67","RT @Worse_Reviewer: Enjoy yourself at #ISA2015. Be confident. Be on time to your panel. But most of all, be kind.",FALSE,0,NA,2015-02-16 18:30:36,FALSE,NA,"567390606268170240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JenniferHadden",13,TRUE,FALSE,NA,NA,"   Enjoy yourself at  ISA  Be confident  Be on time to your panel  But most of all  be kind ",2015-02-16 12:30:36,13
"68","MT @CUP_PoliSci: We're packing our bags for #ISA2015! Exhibit hall opens on Wednesday at 1pm http://t.co/qLIzQFL1d1 http://t.co/aErXXGzXIY",FALSE,0,NA,2015-02-16 18:25:24,FALSE,NA,"567389295720529920",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","InternatlTheory",0,FALSE,FALSE,NA,NA,"MT   We re packing our bags for  ISA  Exhibit hall opens on Wednesday at pm ",2015-02-16 12:25:24,0
"69","RT @CUP_PoliSci: We're packing our bags for #ISA2015! The exhibit hall opens on Wednesday at 1pm http://t.co/nqcyjYf95R http://t.co/AZ7GGY2…",FALSE,0,NA,2015-02-16 18:13:35,FALSE,NA,"567386323519295488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heathbrown",1,TRUE,FALSE,NA,NA,"   We re packing our bags for  ISA  The exhibit hall opens on Wednesday at pm ",2015-02-16 12:13:35,1
"70","Findyr’s CEO @anthonyjvinci is presenting this week at @ISAnet’s 56th Annual Convention #ISA2015",FALSE,0,NA,2015-02-16 18:02:16,FALSE,NA,"567383474840289280",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","findyr",0,FALSE,FALSE,NA,NA,"Findyrs CEO  is presenting this week at  th Annual Convention  ISA",2015-02-16 12:02:16,0
"71","#isa2015 spotting at LAX terminal 7 @_CaitHamilton is that you near gate 71?! If not, you've got a doppelganger :)",FALSE,1,NA,2015-02-16 17:45:19,FALSE,NA,"567379207122997248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caiwilkinson",0,FALSE,FALSE,NA,NA," isa spotting at LAX terminal   is that you near gate    If not  you ve got a doppelganger   ",2015-02-16 11:45:19,1
"72","@occupyirtheory pls add TC-07 to the #rubyseries list for #isa2015 -- ""Globalizing International Studies Pedagogies"" is a no-sapphire zone",FALSE,2,"occupyirtheory",2015-02-16 17:39:45,FALSE,NA,"567377808809525248","1152871100","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","profptj",1,FALSE,FALSE,NA,NA," pls add TC  to the  rubyseries list for  isa     Globalizing International Studies Pedagogies  is a no sapphire zone",2015-02-16 11:39:45,3
"73","RT @HagueInstitute: Latest news about our participation in #ISA2015: #R2P, #justwartheory &amp; more: http://t.co/BRcbk7h7oS #TheHagueatISA htt…",FALSE,0,NA,2015-02-16 17:37:42,FALSE,NA,"567377293283061760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JorisLarik",1,TRUE,FALSE,NA,NA,"   Latest news about our participation in  ISA   RP   justwartheory  more  ",2015-02-16 11:37:42,1
"74","Latest news about our participation in #ISA2015: #R2P, #justwartheory &amp; more: http://t.co/BRcbk7h7oS #TheHagueatISA http://t.co/zxHUr4UZ0B",FALSE,1,NA,2015-02-16 17:30:56,FALSE,NA,"567375587535486976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HagueInstitute",1,FALSE,FALSE,NA,NA,"Latest news about our participation in  ISA   RP   justwartheory  more  ",2015-02-16 11:30:56,2
"75","We are excited about @isanet #ISA2015! Looking forward to our many SIS faculty presentations and events: http://t.co/h0b6lD6SrO",FALSE,1,NA,2015-02-16 17:30:13,FALSE,NA,"567375407477829632",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AU_SIS",0,FALSE,FALSE,NA,NA,"We are excited about   ISA  Looking forward to our many SIS faculty presentations and events  ",2015-02-16 11:30:13,1
"76","RT @ftgs_isa: Thanks to the hard work of @caiwilkinson (&amp; help from @ATRWibben) your one-stop #FTGS #ISA2015 guide is now available http://…",FALSE,0,NA,2015-02-16 17:27:32,FALSE,NA,"567374731717140480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenniferlobasz",11,TRUE,FALSE,NA,NA,"   Thanks to the hard work of    help from   your one stop  FTGS  ISA guide is now available  ",2015-02-16 11:27:32,11
"77","RT @M_A_Vieira: Doing a bit of essential research just before heading to #ISA2015
http://t.co/6vXeio3eM1",FALSE,0,NA,2015-02-16 17:16:50,FALSE,NA,"567372039766298626",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","simonasharoni",2,TRUE,FALSE,NA,NA,"   Doing a bit of essential research just before heading to  ISA",2015-02-16 11:16:50,2
"78","RT @InternatlTheory: Attention #ISA2015 - access our most-cited papers for free until the end of February 2015: http://t.co/V35Il2uRv4 http…",FALSE,0,NA,2015-02-16 17:15:26,FALSE,NA,"567371689038979073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IntllawEAFIT",7,TRUE,FALSE,NA,NA,"   Attention  ISA   access our most cited papers for free until the end of February   ",2015-02-16 11:15:26,7
"79","RT @ftgs_isa: Thanks to the hard work of @caiwilkinson (&amp; help from @ATRWibben) your one-stop #FTGS #ISA2015 guide is now available http://…",FALSE,0,NA,2015-02-16 16:55:40,FALSE,NA,"567366715945000960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stuck85",11,TRUE,FALSE,NA,NA,"   Thanks to the hard work of    help from   your one stop  FTGS  ISA guide is now available  ",2015-02-16 10:55:40,11
"80","@franmusiani @LauraDeNardis @nanettelevinson and the flyer for our book will be on display at #ISA2015.",FALSE,2,"franmusiani",2015-02-16 16:51:05,FALSE,"567347090482003968","567365561030430720","861978656","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","derrickcogburn",0,FALSE,FALSE,NA,NA,"   and the flyer for our book will be on display at  ISA ",2015-02-16 10:51:05,2
"81","Stop by booth #111 to see Jennifer and our wonderful selection of international studies titles this week at #ISA2015 #books #NewOrleans",FALSE,0,NA,2015-02-16 16:50:42,FALSE,NA,"567365465941352449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ParadigmPub",0,FALSE,FALSE,NA,NA,"Stop by booth   to see Jennifer and our wonderful selection of international studies titles this week at  ISA  books  NewOrleans",2015-02-16 10:50:42,0
"82","Read about @aseanidpp delegation and presentations at @isanet: http://t.co/4PPtD4vwKH #ISA2015",FALSE,1,NA,2015-02-16 16:49:57,FALSE,NA,"567365277437157378",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AU_SIS",0,FALSE,FALSE,NA,NA,"Read about  delegation and presentations at   ",2015-02-16 10:49:57,1
"83","RT @RikeFranke: Going to #ISA2015 and interested in #drones? 41 papers to chose from! eg.by the wonderful @fjan1, @Mauro_Gilli, @mchorowitz…",FALSE,0,NA,2015-02-16 16:48:50,FALSE,NA,"567364995764453376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fjan1",9,TRUE,FALSE,NA,NA,"   Going to  ISA and interested in  drones   papers to chose from  eg by the wonderful     ",2015-02-16 10:48:50,9
"84","Flying to NOLA on Wednesday morning for #ISA2015. Hell yes I'll take it! #getmeoutofhere #neworleans… http://t.co/WWPGfxkO8n",FALSE,1,NA,2015-02-16 16:27:38,FALSE,NA,"567359658453893122",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","stuck85",0,FALSE,FALSE,NA,NA,"Flying to NOLA on Wednesday morning for  ISA  Hell yes I ll take it   getmeoutofhere  neworleans ",2015-02-16 10:27:38,1
"85","RT @AmitavAcharya: Flying early tomorrow for New Orleans for #ISA2015 Convention. With 5545 papers, 1235 panels, the greatest show in int r…",FALSE,0,NA,2015-02-16 16:27:31,FALSE,NA,"567359631744565253",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v_paipais",11,TRUE,FALSE,NA,NA,"   Flying early tomorrow for New Orleans for  ISA Convention  With  papers   panels  the greatest show in int r",2015-02-16 10:27:31,11
"86","Another antidote is the #RubySeries: http://t.co/8EqWe0OMWl, of course @Prof_Sav, and following/ tweeting #Ruby #ISA2015",FALSE,1,"Prof_Sav",2015-02-16 16:20:21,FALSE,"567342002044280832","567357827430113280","51771370","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",1,FALSE,FALSE,NA,NA,"Another antidote is the  RubySeries  ",2015-02-16 10:20:21,2
"87","RT @Prof_Sav: Every #SapphireSeries has its antidote: IPE Section Outstanding Activist Scholar (OAS) Award to Honor Angela Davis #ISA2015 #…",FALSE,0,NA,2015-02-16 16:11:41,FALSE,NA,"567355646727565312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftgs_isa",2,TRUE,FALSE,NA,NA,"   Every  SapphireSeries has its antidote  IPE Section Outstanding Activist Scholar  OAS  Award to Honor Angela Davis  ISA  ",2015-02-16 10:11:41,2
"88","RT @ATRWibben: Here's part of @bilgin_pinar's answer @TheoryTalks to Q: What are most important challenges of IR now? #ISA2015 #Ruby http:/…",FALSE,0,NA,2015-02-16 16:10:08,FALSE,NA,"567355255877558274",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","K_E_Brown27",4,TRUE,FALSE,NA,NA,"   Here s part of  s answer  to Q  What are most important challenges of IR now   ISA  Ruby ",2015-02-16 10:10:08,4
"89","RT @ftgs_isa: Thanks to the hard work of @caiwilkinson (&amp; help from @ATRWibben) your one-stop #FTGS #ISA2015 guide is now available http://…",FALSE,0,NA,2015-02-16 16:09:32,FALSE,NA,"567355104412848128",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","K_E_Brown27",11,TRUE,FALSE,NA,NA,"   Thanks to the hard work of    help from   your one stop  FTGS  ISA guide is now available  ",2015-02-16 10:09:32,11
"90","RT @ftgs_isa: Thanks to the hard work of @caiwilkinson (&amp; help from @ATRWibben) your one-stop #FTGS #ISA2015 guide is now available http://…",FALSE,0,NA,2015-02-16 16:07:24,FALSE,NA,"567354566581051392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ATRWibben",11,TRUE,FALSE,NA,NA,"   Thanks to the hard work of    help from   your one stop  FTGS  ISA guide is now available  ",2015-02-16 10:07:24,11
"91","Here's part of @bilgin_pinar's answer @TheoryTalks to Q: What are most important challenges of IR now? #ISA2015 #Ruby http://t.co/RUKqKkdAHz",FALSE,2,NA,2015-02-16 16:05:17,FALSE,NA,"567354032793346049",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ATRWibben",4,FALSE,FALSE,NA,NA,"Here s part of  s answer  to Q  What are most important challenges of IR now   ISA  Ruby ",2015-02-16 10:05:17,6
"92","RT @milaficent: @START_UMD ladies headed down to NOLA for #ISA2015! @sarahspalding http://t.co/seBIbZOeMG",FALSE,0,NA,2015-02-16 16:03:32,FALSE,NA,"567353594815741952",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","START_UMD",0,FALSE,FALSE,NA,NA,"    ladies headed down to NOLA for  ISA   ",2015-02-16 10:03:32,0
"93","#ISA2015 co-program chair @bilgin_pinar's @TheoryTalks interview is worth reading (in light of #SapphireSeries) http://t.co/pNw0nBFdX1 #Ruby",FALSE,2,NA,2015-02-16 16:03:26,FALSE,NA,"567353570794934272",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","ATRWibben",1,FALSE,FALSE,NA,NA," ISA co program chair  s  interview is worth reading  in light of  SapphireSeries  ",2015-02-16 10:03:26,3
"94","@START_UMD ladies headed down to NOLA for #ISA2015! @sarahspalding http://t.co/PPYH6hasKp",FALSE,0,"START_UMD",2015-02-16 16:02:01,FALSE,NA,"567353212811108352","44177201","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",0,FALSE,FALSE,NA,NA," ladies headed down to NOLA for  ISA   ",2015-02-16 10:02:01,0
"95","Read the @JPR_journal Best Visualization Award Winners here: http://t.co/8wXiOfYD3u #war #news #isa2015",FALSE,1,NA,2015-02-16 16:01:56,FALSE,NA,"567353191764086784",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SAGECQPolitics",0,FALSE,FALSE,NA,NA,"Read the  Best Visualization Award Winners here  ",2015-02-16 10:01:56,1
"96","We are attending ISA this week! Be sure to stop by our booth (503, 505, 507) to browse our books and speak with our editors. #ISA2015",FALSE,0,NA,2015-02-16 16:01:56,FALSE,NA,"567353191537586176",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","palmacpolitics",2,FALSE,FALSE,NA,NA,"We are attending ISA this week  Be sure to stop by our booth        to browse our books and speak with our editors   ISA",2015-02-16 10:01:56,2
"97","RT @BISAPGN: Want to know more about @BISAPGN? PhD student? Attending #ISA2015? Get in contact!! Three-fifths of the Committee will be in N…",FALSE,0,NA,2015-02-16 15:57:39,FALSE,NA,"567352115488493568",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","leotanczt",1,TRUE,FALSE,NA,NA,"   Want to know more about   PhD student  Attending  ISA  Get in contact   Three fifths of the Committee will be in N",2015-02-16 09:57:39,1
"98","Getting creative with my travel plans to get out of Boston before the next storm so I make it to #ISA2015! http://t.co/PhpDDTtvGo",FALSE,1,NA,2015-02-16 15:55:50,FALSE,NA,"567351656556535809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jamiejhagen",1,FALSE,FALSE,"-71.01931944","42.36016692","Getting creative with my travel plans to get out of Boston before the next storm so I make it to  ISA  ",2015-02-16 09:55:50,2
"99","RT @swatipash: Postcolonial and Feminist IR in conversation. Willful allies!? #ISA2015 https://t.co/GPPtL1xdmN",FALSE,0,NA,2015-02-16 15:53:25,FALSE,NA,"567351050328637440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jamiejhagen",4,TRUE,FALSE,NA,NA,"   Postcolonial and Feminist IR in conversation  Willful allies    ISA ",2015-02-16 09:53:25,4
"100","RT @susanmthomson: New Field Methods &amp; Ethics in Difficult Settings website nearly ready. Sign up or submit a working paper: http://t.co/nz…",FALSE,0,NA,2015-02-16 15:50:28,FALSE,NA,"567350305910947840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LindaPoteat",3,TRUE,FALSE,NA,NA,"   New Field Methods  Ethics in Difficult Settings website nearly ready  Sign up or submit a working paper  ",2015-02-16 09:50:28,3
"101","Snow falling on the tarmac here in Minneapolis…on my way to #NOLA where the local temperature is 70°F! #ISA2015 all the way!",FALSE,0,NA,2015-02-16 15:48:38,FALSE,NA,"567349846290333697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rwwishart",0,FALSE,FALSE,NA,NA,"Snow falling on the tarmac here in Minneapolison my way to  NOLA where the local temperature is F   ISA all the way ",2015-02-16 09:48:38,0
"102","RT @isanet: Welcome to the #ISA2015 Exhibition Hall (w/ free WiFi !!) - http://t.co/Qwg6P7uWJQ",FALSE,0,NA,2015-02-16 15:43:09,FALSE,NA,"567348462946373633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PalCommsOA",8,TRUE,FALSE,NA,NA,"   Welcome to the  ISA Exhibition Hall  w  free WiFi       ",2015-02-16 09:43:09,8
"103","Getting ready for #ISA2015 in New Orleans, and excited for Mardi Gras too. Drop by the exhibit if you get a chance and say hello.",FALSE,1,NA,2015-02-16 15:37:47,FALSE,NA,"567347112657297409",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","WileyPolitics",0,FALSE,FALSE,NA,NA,"Getting ready for  ISA in New Orleans  and excited for Mardi Gras too  Drop by the exhibit if you get a chance and say hello ",2015-02-16 09:37:47,1
"104","En route to #ISA2015 in Nwarlins. Looking forward to seeing my @QMPoliticsIR colleagues for the first time this year!",FALSE,0,NA,2015-02-16 15:32:26,FALSE,NA,"567345766474072065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrLeeJones",0,FALSE,FALSE,NA,NA,"En route to  ISA in Nwarlins  Looking forward to seeing my  colleagues for the first time this year ",2015-02-16 09:32:26,0
"105","Celebrating Family Day and preparing for New Orleans &amp; #ISA2015. Also, wondering if IR is the most dysfunctional academic family out there.",FALSE,1,NA,2015-02-16 15:28:45,FALSE,NA,"567344840086544384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Prof_Sav",0,FALSE,FALSE,NA,NA,"Celebrating Family Day and preparing for New Orleans   ISA  Also  wondering if IR is the most dysfunctional academic family out there ",2015-02-16 09:28:45,1
"106","RT @caiwilkinson: The Methods Cafe (TB02) is returning to #ISA2015 with more experts and more topics than ever! Full line-up at http://t.co…",FALSE,0,NA,2015-02-16 15:28:43,FALSE,NA,"567344831244935168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","huippumisukka",8,TRUE,FALSE,NA,NA,"   The Methods Cafe  TB  is returning to  ISA with more experts and more topics than ever  Full line up at ",2015-02-16 09:28:43,8
